"area_name","Larger","EEZ_lat","EEZ_long","Region","Rfishers_km2r","HDI","meanTgrav_nh2","Tourists_km2l","meanTTpop_h","meanTTmarket_h","mpa_perc","popgrow_prop","pop_n","median_totalcatch_t","mean_totalcatch_t","mean_tcatch_notindus_t","mean_tcatch_onlyreported_t","mean_tcatch_notindus_onlyrep_t","VoiceAccountability","CoralReefArea_km2","tonnes_2008","tonnes_2009","tonnes_2010","tonnes_2011","tonnes_2012","tonnes_2013","tonnes_2014","mean_tonnes","mean_tonnes_reported","n_fishing_entities","fishing_entities","Country","spatial_tonnes_km2","spatial_tonnes_reported_km2","spatial_tonnes2008_km2","spatial_tonnes2009_km2","spatial_tonnes2010_km2","spatial_tonnes2011_km2","spatial_tonnes2012_km2","spatial_tonnes2013_km2","spatial_tonnes2014_km2"
"Japan","",29.507561,138.4766658,"P",5.46,0.88,601.58,23.62,1.119,8.968666667,0.49,0.01,128070000,12138,3467.999999,2583.714286,2741.571429,1926.571429,1.040693,1107.561826,188803.257395997,26832.1133533334,26315.3485800184,94246.597288159,98382.1519756096,98509.2766156494,210925.44808235,106287.741898731,106137.610898369,85,"China, Japan, NA, China, Japan, NA","Japan ",95.9655157875863,95.8299648893544,170.467465529998,24.22628942552,23.7597107107395,85.0937573648002,88.8276840769425,88.9424628974612,190.441240507643
"Jordan","",29.45316,34.94416,"I",1.95,0.74,332,47.39,0.566666667,2.7,35.22,0.41,7182390,71.4777,76.66461949,76.66461949,23.04878571,23.04878571,-0.7993262,4.262026,10.4415995115782,11.7072888755008,10.4418362908745,11.0914708010515,12.0101407060518,12.8031119265678,13.7652500285157,11.7515283057343,3.54224445734598,6,"Saudi Arabia, Jordan, Egypt, Israel, Jordan, Israel, Saudi Arabia, Jordan, Egypt, Israel, NA","Jordan ",2.75726340142794,0.831117514849976,2.44991455039885,2.74688349519707,2.44997010597178,2.60239397907274,2.81794167986114,3.00399667354629,3.22974332594774
"Kenya","Kenya",-3.54293252,41.75979042,"I",5.64,0.53,1327.63,2.58,0.272166667,3.466,0.8,0.31,41350152,4734.174976,4708.868645,4108.290523,2554.873283,2554.843286,-0.2189553,985.966028,3881.09620779933,4442.76150382836,4135.25003530409,7722.48277494198,6736.75945585707,7186.97770931247,6282.02772330974,5769.62220147901,2559.19908959823,118,"Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, Kenya, Tanzania, Tanzania, Kenya, Kenya, Tanzania, Unknown Fishing Country, NA, Kenya, Tanzania, Kenya, Tanzania, Unknown Fishing Country, Tanzania, Kenya, Kenya, Tanzania, Kenya, Tanzania, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, Kenya, Tanzania, Unknown Fishing Country, Kenya, Tanzania, Kenya, Tanzania, Unknown Fishing Country, Kenya, Tanzania, Kenya, Tanzania, Unknown Fishing Country, NA, Kenya, Tanzania, Tanzania, Kenya, Tanzania, Kenya, Kenya, Tanzania, Kenya, Tanzania, Unknown Fishing Country, NA, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, Kenya, Tanzania, Kenya, Tanzania, Unknown Fishing Country, Kenya, Tanzania, Tanzania, Kenya, Kenya, Tanzania, Kenya, Tanzania, Unknown Fishing Country, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, Kenya, Tanzania, NA","Kenya ",5.85174543303738,2.5956260326631,3.93633867454034,4.5059985614721,4.194110058429,7.83240249221039,6.83264865577809,7.28927519327519,6.37144439555654
"Kiribati","Kiribati",-0.27350525,172.8544785,"P",4.38,0.59,1.57,5.8,1.4385,94.21866667,11.81,0.22,102652,181.4379783,103.2995295,75.41693634,36.41161755,57.95344318,0.6353967,1973.21972,2014.504905627,1888.5041567,2094.5451274,2217.46798747,2405.14813529,2459.38311288,2721.43976626,2257.284741661,1220.58033743857,23,"Kiribati, NA, Kiribati, NA","Kiribati ",1.14396015749376,0.618572947080912,1.02092275138371,0.957067344076614,1.0614860099817,1.12378158650776,1.21889524562931,1.24638076943606,1.37918739544119
"Kuwait","",29.21082975,48.62988399,"I",77.59,0.79,2065.4,11.62,0.47,1.525,1.48,0.46,2998083,522.0624472,549.5327477,549.5327477,448.5714286,448.5714286,-0.5244356,73,589.922433920522,599.163510594055,698.480483334759,635.240774352172,645.687204160044,751.493216258587,699.227168776324,659.887827342352,466.357764234746,7,"Kuwait, Saudi Arabia, Kuwait, Korea (South), Spain","Kuwait ",9.03955927866235,6.38846252376364,8.08112923178797,8.20771932320624,9.56822579910629,8.70192841578317,8.84503019397321,10.2944276199806,9.57845436679896
"Madagascar","Madagascar",-21.4633789,50.07964807,"I",0.25,0.5,94.06,0.34,0.641833333,5.368833333,0.36,0.34,21151640,29584.0823,27767.74555,27087.78762,19691.19988,19682.50844,-0.8454349,13833.104709,20234.0470492241,23052.2284875975,21714.0997268115,23016.1243820837,21562.5878651918,21048.1553720346,20577.3007408454,21600.6490891127,13707.0464958738,603,"RÃ©union (France), Madagascar, Korea (South), NA, RÃ©union (France), Madagascar, Korea (South), NA, Madagascar, RÃ©union (France), Korea (South), Madagascar, RÃ©union (France), Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), Madagascar, RÃ©union (France), Korea (South), Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Madagascar, RÃ©union (France), Korea (South), Madagascar, RÃ©union (France), Korea (South), Unknown Fishing Country, NA, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, NA, RÃ©union (France), Madagascar, Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), NA, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), NA, Madagascar, RÃ©union (France), Korea (South), NA, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), NA, RÃ©union (France), Madagascar, Korea (South), Madagascar, RÃ©union (France), Korea (South), NA, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Madagascar, RÃ©union (France), Korea (South), NA, RÃ©union (France), Madagascar, Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), NA, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, NA, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Madagascar, RÃ©union (France), Korea (South), Unknown Fishing Country, RÃ©union (France), Madagascar, Korea (South), Unknown Fishing Country, Madagascar, RÃ©union (France), Korea (South), RÃ©union (France), Madagascar, Korea (South)","Madagascar ",1.56151851254758,0.990887207479589,1.4627263708963,1.66645369731059,1.56971989901038,1.66384371883696,1.55876705329664,1.52157854760836,1.48754030087385
"Malaysia","",5.05162412,112.7659959,"I",10.91,0.77,192.7,74.8,2.314,8.95,1.41,0.21,28112289,370632.6268,105895.0362,12600.90687,29290.87648,9083.133067,-0.4999781,2279.827986,138285.749146133,134400.702089898,139798.379034703,134924.817647197,150887.538287578,156129.598501729,144606.584386527,142719.052727681,60574.8623920163,299,"Malaysia, Thailand, Malaysia, Brunei Darussalam, Thailand, Malaysia, Thailand, Philippines, Malaysia, Malaysia, Malaysia, Thailand, Malaysia, Brunei Darussalam, Thailand, Malaysia, Singapore, Thailand, Malaysia, Thailand, Malaysia, Singapore, Thailand, Malaysia, Thailand, Malaysia, Singapore, Thailand, Malaysia, Singapore, Indonesia, Taiwan, Philippines, Thailand, China, Malaysia, Singapore, Thailand, Malaysia, Singapore, Indonesia, Taiwan, Philippines, Thailand, China, Malaysia, Thailand, Philippines, Malaysia, Thailand, Philippines, Malaysia, Malaysia, Thailand, Philippines, Malaysia, Thailand, Philippines, Malaysia, Thailand, Philippines, Malaysia, Malaysia, Thailand, Philippines, Malaysia, Thailand, Malaysia, Indonesia, Philippines, Thailand, Taiwan, China, Philippines, Malaysia, Thailand, Malaysia, Thailand, Malaysia, Thailand, Philippines, Malaysia, Thailand, Malaysia, Indonesia, Philippines, Thailand, Taiwan, China, Malaysia, Indonesia, Philippines, Thailand, Taiwan, China, Malaysia, Thailand, Malaysia, Thailand, Philippines, Malaysia, Thailand, Malaysia","Malaysia ",62.6007986585356,26.5699266628865,60.6562205549365,58.9521239826985,61.3197047729823,59.182016571314,66.1837380776754,68.4830607662032,63.428725883939
"Maldives","Maldives",2.44690754,73.09013615,"I",0.05,0.66,27.8,2640,0.275666667,11.1905,0.05,0.3,364511,18029.26237,17496.33797,15472.46351,10676.1531,10676.07163,-0.0626937,2714.084461,17447.7342724248,20882.3397263393,20264.2067660954,24145.2945961381,20856.4877512568,9451.24102295541,9922.3085502011,17567.0875264873,10757.3728802202,12,"Maldives","Maldives ",6.47256479262797,3.96353652025135,6.42858928052526,7.69406406705751,7.46631398443256,8.89629447539071,7.68453894893611,3.48229436436665,3.65585842768697
"Marshall Isl.","Marshall Islands",10.11552459,167.4911369,"P",0.24,0.74,8.18,25.56,1.053666667,21.6005,0.27,0.01,52425,2029.735674,2030.241254,2030.241254,1220.459429,1220.459429,1.112288,2005.142413,2224.93441710725,2230.62398258756,2229.4151452267,2228.44174315879,2227.44896673078,2226.73917235632,2225.17599861098,2227.53991796834,1242.48456542174,16,"NA, Marshall Isl., NA, Marshall Isl.","Marshall Islands ",1.11091357079002,0.619649037079012,1.10961416140932,1.11245164838452,1.1118487798037,1.11136332696923,1.11086821179857,1.11051422478505,1.10973464237973
"Martinique (France)","",14.975115,-60.200546,"C",96.7,0.88,484.16,139.98,0.155333333,0.9255,26.17,0.02,394910,723.5187116,713.7471402,713.7471402,265.7238161,265.7238161,0.5465734,72.429821,944.065701891617,782.719471561346,790.450981839003,678.84056775291,604.977330008221,469.765200797767,561.534994021659,690.336321124646,362.296373352559,13,"Martinique (France), Martinique (France), Saint Lucia, Martinique (France), Martinique (France), Martinique (France), Saint Lucia, Saint Lucia, Martinique (France)","Martinique ",9.53110627078101,5.00203325578505,13.0342128263939,10.8065912735218,10.913336122134,9.37239052065184,8.35260009835204,6.485798174177,7.7528148802364
"Mauritius","Mauritius",-16.77622338,60.09243508,"I",3.72,0.75,1082.87,460.59,7.022333333,16.0855,0,0.05,1250400,4406.15442,4930.408256,1142.685165,3409.480333,471.3866053,0.7896773,1708.910986,3447.05739438094,4565.57814165957,3604.69083102828,3311.02197005254,3014.28081153452,3427.19337291651,3027.26769967966,3485.298603036,2748.65564659155,70,"Mauritius, RÃ©union (France), Mauritius, RÃ©union (France), Mauritius, Mauritius, Mauritius, RÃ©union (France), Mauritius","Mauritius ",2.03948516428813,1.60842528903466,2.0171076332357,2.67163016626518,2.10934967389125,1.93750405795129,1.76386063184599,2.00548384380069,1.77146014302682
"Mayotte (France)","Mayotte",-13.181374,45.359802,"I",0.02,0.88,184.53,139.98,0.848,1.883833333,26.17,0.36,208718,711.5129424,841.3420395,810.4065787,802.0673126,802.0520908,1.202857,242.428994,444.978272566686,439.477293038504,434.5230200932,471.705422622243,486.370749870655,498.870820195569,496.019816643715,467.420770718653,348.956699351189,16,"Mayotte (France), Spain, Comoros, Mayotte (France), Mayotte (France), Spain, Comoros","Mayotte ",1.92807288850381,1.43941817186763,1.8354993980905,1.8128083022879,1.79237232693875,1.94574673119438,2.00624002041049,2.05780179987699,2.04604164072765
"Mexico","Mexico",22.28735,-91.9483,"C",62.77,0.75,446.95,11.98,2.457333333,6.135,2.25,0.15,117318941,89461.3718,53270.86345,32385.88544,22751.8889,28060.03176,0.1785069,938.699222,18106.9652890008,16951.8702993441,17382.1202648194,15314.5478876907,19706.520297276,20852.2373685582,21774.3624517783,18584.0891226382,12995.3388240697,55,"Mexico, NA, Mexico, NA, Mexico, Mexico, Belize, NA, Mexico, Mexico, Belize","Mexico ",19.7977037661146,13.8439859323434,19.2894218559402,18.0588945873699,18.517241580093,16.3146485357273,20.9934341431424,22.2139710781163,23.1963145824129
"Micronesia (Federated States of)","Federated States of Micronesia",6.77407027,150.326906,"P",0.07,0.64,3.93,63.86,3.293166667,31.78383333,0.02,-0.04,103616,7624.520646,7652.902236,7652.902236,5975.585531,5975.585531,1.050894,3192.407083,4726.95714082345,4684.02857717783,4649.38437061821,4623.95146254017,4607.02382218823,4597.6286976136,4593.38691832651,4640.337284184,4640.337284184,27,"Micronesia, NA, NA, Micronesia","Micronesia, Federated States of ",1.45355437559778,1.45355437559778,1.48068746182,1.46724037862242,1.45638831444048,1.44842162741817,1.44311915818044,1.44017619873624,1.43884748996671
"Montserrat (UK)","",16.43813354,-62.46436223,"C",NA,0.9,19.75,116.96,0.333333333,0.454166667,20.24,0,4944,13.51203823,12.10126215,12.10126215,9.869125773,9.869125773,1.289994,2.43699,13.7026029180568,14.9186416558439,10.9180457298159,13.7067464097404,17.2224457490511,17.7363517931173,16.7513054062783,14.9937342374148,11.492419085161,3,"Montserrat (UK), Antigua & Barbuda, Saint Kitts & Nevis","Montserrat ",6.15256289004666,4.71582529479442,5.6227571381322,6.12174922992867,4.48013563035378,5.62445738790081,7.06709742307155,7.27797479395373,6.87376862698586
"Mozambique","Mozambique",-24.17994571,36.90613919,"I",0.03,0.4,106.57,2.18,0.528166667,4.431666667,2.23,0.34,24221405,15813.35599,16966.92492,16042.72333,15846.27019,15846.24966,-0.120655,6767.11808,6695.16657561199,6996.72697378908,7671.48931315032,7970.17096999938,9306.42587914234,9231.39164859281,11500.0105802556,8481.62599150593,7791.9887077294,267,"Mozambique, Unknown Fishing Country, Mozambique, Mozambique, South Africa, Unknown Fishing Country, NA, Mozambique, Mozambique, Unknown Fishing Country, NA, Mozambique, Mozambique, Unknown Fishing Country, NA, Mozambique, Unknown Fishing Country, Mozambique, Unknown Fishing Country, Mozambique, Mozambique, NA, Mozambique, Mozambique, Unknown Fishing Country, NA, Mozambique, Unknown Fishing Country, Mozambique, NA, Tanzania, Mozambique, Unknown Fishing Country, Tanzania, Mozambique, NA, Tanzania, Mozambique, Unknown Fishing Country, Mozambique, Mozambique, South Africa, Unknown Fishing Country, Tanzania","Mozambique ",1.2533586515319,1.15144861011933,0.989367482059954,1.0339300853147,1.13364200571927,1.1777792076002,1.37524212953328,1.36415406668843,1.69939558380746
"Mozambique Channel Isl. (France)","",-20.84378949,39.43711425,"I",NA,0.88,1,139.98,18.2375,22.5625,26.17,NA,NA,14.38774663,13.21153819,0,0.431984614,0,1.202857,658.292213,8.694475134,9.73513313,10.8,18.956544,14.381875,15.665,17.15125,13.6263253234286,0.846771752,15,"NA, South Africa, Madagascar, Spain","French Southern Territories ",0.0206995085986663,0.00128631591757869,0.0132076226367271,0.0147884677013489,0.0164060880361652,0.0287965490486517,0.0218472506828818,0.0237964230635674,0.026054159021322
"Myanmar","",15.1553794,94.48384547,"I",316.53,0.53,96.16,1.21,0.348333333,7.039666667,0.05,0.09,50155896,125944.7081,126067.1568,29200.87688,48620.61222,9735.80996,-2.067405,613.52067,11818.8463143339,11649.0126738379,11370.6060580187,11515.1509679777,11208.5295035989,10291.2734923161,10410.4417710849,11180.5515401669,9012.66916718578,25,"Thailand, Myanmar, Myanmar, Thailand, Thailand, Myanmar, Myanmar, Thailand, NA, Thailand, Myanmar, India, Thailand, Myanmar, NA, Thailand, Myanmar, Myanmar, Thailand, India, Thailand, Myanmar, NA, Thailand, Myanmar, NA","Myanmar ",18.2235939013544,14.6900823523774,19.2639741287509,18.9871560054168,18.533370779535,18.7689698669446,18.2691962172992,16.774126766285,16.9683635452492
"Nauru","",-0.58104165,166.123734,"P",0.99,NA,15.5,NA,0.191666667,0.316666667,0,0,10025,31.23170198,31.08897054,31.08897054,20.1616673,20.1616673,1.066605,5.955291,29.834496,28.884737,27.007306,26.1038118,25.0266891,25.07844,24.709711,26.6635987,20.1616674142857,4,"Nauru, NA","Nauru ",4.47729568546692,3.38550499283506,5.0097461232373,4.85026457985009,4.53501029588646,4.38329744088072,4.20242925156806,4.21111915437885,4.14920295246697
"Netherlands Antilles","Netherlands Antilles",12.31,-68.64,"C",0.24,0.91,94.82,322.65,0.1925,2.984833333,21.49,0.45,20940,70.57255212,68.3706363,66.87463212,28.34511268,37.27259641,1.450569,422.706869,842.886512589189,938.153869367106,709.139174692651,849.003961352781,863.765004129477,805.812780146778,782.171906457896,827.276172676554,374.351998553683,NA,NA,NA,11.7013303469582,4.87815860112984,13.3506395712868,13.0875857405289,12.4676759932848,10.5618017823874,10.6587290333891,10.9489540719866,10.8339262358437
"New Caledonia (France)","New Caledonia",-21.57855027,164.3386023,"P",1.08,0.88,9.66,5.42,7.769833333,16.14983333,96.34,0.17,249750,3406.245293,3604.058811,3574.288811,162.6897249,132.9197249,1.202857,4597.982369,3350.96480268523,3274.80044657909,3406.16366657841,3375.31236976582,3440.56445785835,3525.10330848269,3557.33023021864,3418.60561173832,162.689727444568,47,"NA, New Caledonia (France), NA, New Caledonia (France)","New Caledonia ",0.743501244108037,0.0353828515179694,0.728790267939636,0.712225533672787,0.740795286546347,0.734085539892991,0.748277001028741,0.766663076450498,0.773672003225256
"Nicaragua (Caribbean)","Nicaragua",13.632711,-82.340787,"C",18.64,0.62,20.6,8.4,2.751166667,6.228333333,2.93,0.14,5737723,5075.965523,5144.954323,2773.717589,1308.193714,1114.907514,-0.4776356,467.449035,11456.5359002215,12955.9387726364,13110.3747581896,7819.0137825837,6430.49397510207,6659.3317212679,5528.35833428872,9137.14960632712,2389.44871310933,55,"Nicaragua, NA, Cayman Isl. (UK), Honduras, Nicaragua, Nicaragua, NA, Honduras, Cayman Isl. (UK), Nicaragua, Nicaragua, Honduras, Nicaragua, Cayman Isl. (UK), Honduras, Cayman Isl. (UK), Nicaragua, Nicaragua, Honduras, Cayman Isl. (UK), Nicaragua, Nicaragua, NA","Nicaragua ",19.5468359589771,5.11167749679776,24.508630978822,27.7162595332695,28.0466399041547,16.7269866811977,13.7565670129195,14.246112886441,11.8266547160349
"Niue (New Zealand)","",-19.50786138,-169.3366566,"P",1.09,0.9,6.89,9.25,1.174,1.372166667,30.34,-0.14,1630,13.91773637,12.73475107,12.73475107,1.525605491,1.525605491,-0.3573337,15.463474,12.1103804026828,31.4847439353147,30.4629288389371,30.8235395468834,30.7451375558536,30.3355050917126,30.9555573388025,28.1311132443124,3.36773513782515,4,"NA, Niue (New Zealand)","Niue ",1.8191975001421,0.217786451985184,0.783160394791161,2.03607183840544,1.96999256693141,1.99331272823192,1.9882425873936,1.96175226160128,2.00185012363991
"Northern Marianas (USA)","Northern Mariana Islands",18.318329,146.028419,"P",7.53,0.91,15.97,823.91,2.108666667,4.793166667,33.23,-0.21,54424,50.15102038,47.5566776,47.5566776,16.41231934,16.41231934,1.133606,81.875725,87.7220930581374,88.3335980612033,73.1006882964163,80.6759355207944,36.2896097556996,47.6271240917953,74.0385626175249,69.6839444859388,23.307605614342,80,"North Marianas (USA), NA","Northern Mariana Islands ",0.851094075636445,0.284670524924719,1.07140538979212,1.07887408705331,0.892824928224041,0.985346212455455,0.443227950112193,0.581700181485969,0.90427978033202
"Oman","Oman",19.09017422,58.75597207,"I",51.75,0.8,141.7,4.66,0.5435,13.67383333,0.12,0.34,3041460,17441.89435,7606.65285,9710.307078,6832.415599,6498.714098,-1.044803,304.486721,6532.82053295129,6737.52200127271,6461.87419396001,6531.50999931622,6446.8468315744,7377.11407270954,6976.84206854595,6723.5042429043,5064.25296259534,77,"Oman, Iran, Korea (South), Pakistan, Bahrain, China, Saudi Arabia, United Arab Emirates, Oman, Iran, Korea (South), Pakistan, Bahrain, China, Saudi Arabia, United Arab Emirates, Oman, Iran, Oman, Korea (South), Oman, Oman, NA","Oman ",22.0814366578052,16.6320979317694,21.4551902673985,22.1274739967156,21.2221872032311,21.4508861925582,21.1728341071872,24.2280321732308,22.9134526643149
"Pakistan","",23.55092443,64.70231685,"I",NA,0.53,NA,1.18,NA,NA,0.77,0.23,170560182,84985.6642,85301.65937,58761.53291,30726.85571,12291.12629,-0.7986631,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","Palau",6.38358429,133.0760627,"P",0.27,0.77,3.42,184.78,0.954666667,7.576833333,82.99,0.07,20470,2054.407149,2067.852387,2067.852387,835.7245688,835.7245688,1.192971,509.703208,2196.9326302009,2167.79536564499,2184.78153716345,2054.40560858761,1995.8288034523,1995.8288136131,1957.71023575888,2079.04042777446,835.723436714598,232,"Palau, NA, Palau, NA","Palau ",4.07892356795695,1.63962757855469,4.31021935063219,4.25305419236245,4.28637980470284,4.03059187453184,3.91566851478852,3.91566853472326,3.84088270395756
"Panama","Panama",10.391099,-79.444357,"C",3.98,0.76,71.97,17.81,0.404666667,3.463666667,1.68,0.2,3643222,8412.783977,4104.983848,2543.007143,1868.571429,1868.571429,0.5371985,634.628865,7389.00447694,7553.39120308,6316.07461815,3508.374898828,1792.242529368,7386.608175626,819.6975893609,4966.48478447899,2319.73309580099,29,"Panama, NA, Panama, Costa Rica, Panama, NA, Panama, NA","Panama ",7.82580978959882,3.65525935508935,11.6430324626662,11.9020605895069,9.95239102171944,5.52823089575038,2.82407975465787,11.639256552924,1.29161724996688
"Papua New Guinea","Papua New Guinea",-5.47163182,150.7177012,"P",0.82,0.49,26.07,0.31,0.871333333,7.489,0.19,0.28,7108239,15769.84364,15665.00525,15586.65395,1424.03985,1424.03985,-0.0305316,7771.908608,10783.1604995747,11787.7934553207,11339.564741234,11845.1742746265,11597.687954128,12145.7011904186,12465.3326451465,11709.2021086356,1173.43515503185,341,"Papua New Guinea, Papua New Guinea, Australia, Australia, Papua New Guinea, Papua New Guinea, Papua New Guinea, Australia, NA, Papua New Guinea, NA, Papua New Guinea, Papua New Guinea, Australia, Papua New Guinea, Papua New Guinea, Solomon Isl., NA, Australia, NA, Papua New Guinea, Australia, NA","Papua New Guinea ",1.50660573859331,0.150984168010413,1.38745333269554,1.51671797107688,1.45904504455465,1.52410107633454,1.4922573770605,1.56276943065394,1.60389593777715
"Philippines","Philippines",18.34323473,124.0969886,"P",43.56,0.67,523.04,11.81,1.406,14.06833333,1.16,0.2,93726624,75742.79563,71536.84515,39142.93565,32382.44336,0,-0.0391025,14939.316364,71787.5227319642,70754.7609304576,81943.7194710597,132727.237844631,141434.716540422,142604.299076667,91952.5067624823,104743.537622526,49045.6624692441,1704,"Philippines, Philippines, Philippines, Malaysia, Philippines, Malaysia, Philippines, Korea (South), Philippines, Philippines, Korea (South), Philippines, Malaysia, Philippines, Philippines, Korea (South), Philippines, Philippines, Malaysia, Indonesia, Thailand, Taiwan, China, Philippines, Philippines, Malaysia, Indonesia, Thailand, Taiwan, China, Philippines, China, Malaysia, Indonesia, Taiwan, Thailand, Philippines, Malaysia, Indonesia, Thailand, Taiwan, China, China, China, NA, China, Philippines, Philippines, NA, Philippines, Philippines, Malaysia, Thailand, Philippines, Philippines, Malaysia, Thailand, Philippines, Malaysia, Philippines, Malaysia, Thailand, Philippines, Malaysia, Thailand, Philippines, Malaysia, Philippines, Malaysia, Thailand, Philippines, Philippines, Malaysia, Philippines, Korea (South), Philippines, Philippines, Korea (South), Philippines, Philippines, Malaysia, Thailand, Philippines, Korea (South), Philippines, Philippines, Malaysia, Thailand, NA, Philippines, Philippines, Korea (South), Philippines, Malaysia, Thailand, Philippines, Philippines, Malaysia, Thailand, NA, Philippines, Philippines, Korea (South), Philippines, Malaysia, Thailand, NA, Philippines, Korea (South), Philippines, Malaysia, Thailand, Philippines, Philippines, Korea (South), Philippines, Malaysia, Thailand, Philippines, Malaysia, Thailand, Philippines","Philippines ",7.01126712029019,3.28299242577337,4.80527495253759,4.73614449326201,5.48510503924554,8.88442513771719,9.46728170783264,9.54557060056027,6.15506791087608
"Pitcairn (UK)","",-24.59914125,-127.4242258,"P",NA,0.9,0,116.96,9.237,9.251833333,20.24,NA,50,0.4,0.4,0.4,0.4,0.4,1.289994,39.579696,0,0,0,0,0,0,0,0,0,7,"NA","Pitcairn ",0,0,0,0,0,0,0,0,0
"PRIA","PRIA",-1.110215,-176.967953,"P",0,0.91,0,6.56,32.08333333,87.8945,41.08,0,0,0.148543074,0.042440878,0.06285292,0,0,1.133606,174.305987,0.00238296431429706,0.00246562847459121,0.00246562847459121,0.00246562847494528,0.00246562847494528,0.00246562847494528,0.00246562847494528,0.00245381930903723,0,11,"NA, USA, NA, USA","United States Minor Outlying Islands ",1.40776536209122e-05,0,1.36711558524783e-05,1.41454032476303e-05,1.41454032476303e-05,1.41454032496616e-05,1.41454032496616e-05,1.41454032496616e-05,1.41454032496616e-05
"Puerto Rico (USA)","Puerto Rico",16.877383,-66.43622,"C",1005.68,0.91,1363.38,359.19,0.271666667,1.187666667,1.75,-0.02,3721525,704.8579988,712.4077939,712.4077939,492.5659531,492.5659531,0.8381408,158.9997,833.770616923099,649.432227188451,521.018810124041,523.010503031288,603.953484492536,435.044421134244,775.076095775541,620.1865940956,435.509881105248,64,"US Virgin Isl., Puerto Rico (USA), Puerto Rico (USA), Dominican Republic, Puerto Rico (USA), Puerto Rico (USA), US Virgin Isl., Puerto Rico (USA), Puerto Rico (USA), Puerto Rico (USA), US Virgin Isl., Puerto Rico (USA), Dominican Republic, Puerto Rico (USA), Dominican Republic, Puerto Rico (USA), Puerto Rico (USA), US Virgin Isl., Puerto Rico (USA)","Puerto Rico ",3.90055197648549,2.73906102404752,5.24385025206399,4.08448712285904,3.27685404515883,3.28938043927937,3.79845675490291,2.73613359732278,4.8747016238115
