species,size,family,fg,habitat,true_spp,trophic_level
Scolopsis_lineatus,25,Nemipteridae,Micro-invertivore,Reef,Scolopsis_lineata,3.2
Scolopsis_margaritifera,28,Nemipteridae,Micro-invertivore,Reef,Scolopsis_margaritifera,-999
Scolopsis_temporalis,26,Nemipteridae,Micro-invertivore,Reef,Scolopsis_temporalis,-999
Scolopsis_trilineatus,26,Nemipteridae,Micro-invertivore,Reef,Scolopsis_trilineatus,-999
Scomberoides_lysan,110,Carangidae,Piscivore,Pelagic,Scomberoides_lysan,4.5
Scomberomorus_commerson,240,Scombridae,Piscivore,Pelagic,Scomberomorus_commerson,4.5
Scomberomorus_regalis,183,Scombridae,Piscivore,Pelagic,Scomberomorus_regalis,4.5
Scorpaena_grandicornis,30,Scorpaenidae,Pisci-invertivore,Reef,Scorpaena_grandicornis,3.7
Scorpaena_orgila,38,Scorpaenidae,Pisci-invertivore,Reef,Scorpaena_orgila,-999
Scorpaena_plumieri,45,Scorpaenidae,Pisci-invertivore,Reef,Scorpaena_plumieri,3.8
Scorpaenodes_caribbaeus,12,Scorpaenidae,Micro-invertivore,Reef,Scorpaenodes_caribbaeus,-999
Scorpaenodes_kelloggi,5,Scorpaenidae,Micro-invertivore,Reef,Scorpaenodes_kelloggi,3.6
Scorpaenodes_parvipinnis,14,Scorpaenidae,Micro-invertivore,Reef,Scorpaenodes_parvipinnis,-999
Scorpaenopsis_cacopsis,51,Scorpaenidae,Piscivore,Reef,Scorpaenopsis_cacopsis,-999
Scorpaenopsis_diabolus,30,Scorpaenidae,Pisci-invertivore,Reef,Scorpaenopsis_diabolus,-999
Scorpaenopsis_oxycephala,36,Scorpaenidae,Pisci-invertivore,Reef,Scorpaenopsis_oxycephala,-999
Scorpaenopsis_sp,30,Scorpaenidae,Pisci-invertivore,Reef,Scorpaenopsis_sp,-999
Scuticaria_tigrinus,120,Muraenidae,Piscivore,Reef,Scuticaria_tigrinus,-999
Sebastapistes_coniorta,10,Scorpaenidae,Micro-invertivore,Reef,Sebastapistes_coniorta,-999
Sebastapistes_cyanostigma,10,Scorpaenidae,Micro-invertivore,Reef,Sebastapistes_cyanostigma,-999
Sebastapistes_sp,10,Scorpaenidae,Micro-invertivore,Reef,Sebastapistes_sp,-999
Sectator_ocyurus,59,Kyphosidae,NA,Pelagic,Sectator_ocyurus,-999
Selar_crumenophthalmus,70,Carangidae,NA,Pelagic,Selar_crumenophthalmus,4.1
Seriola_dumerili,190,Carangidae,Piscivore,Pelagic,Seriola_dumerili,4.5
Serranus_baldwini,12,Serranidae,Pisci-invertivore,Reef,Serranus_baldwini,-999
Serranus_tigrinus,29,Serranidae,Macro-invertivore,Reef,Serranus_tigrinus,3.7
Serranus_tigris,101,Serranidae,Macro-invertivore,Reef,Serranus_tigrinus ,-999
Serranus_tobacarius,22,Serranidae,Pisci-invertivore,Reef,Serranus_tabacarius,4.2
Serranus_tortugarum,8,Serranidae,Planktivore,Reef,Serranus_tortugarum,-999
Siganus_argenteus,40,Siganidae,Grazer,Reef,Siganus_argenteus,2
Siganus_corallinus,35,Siganidae,Grazer,Reef,Siganus_corallinus,2
Siganus_doliatus,25,Siganidae,Grazer,Reef,Siganus_doliatus,-999
Siganus_guttatus,42,Siganidae,Grazer,Reef,Siganus_guttatus,-999
Siganus_lineatus,43,siganidae,Grazer,Reef,Siganus_lineatus,-999
Siganus_puelloides,31,Siganidae,Grazer,Reef,Siganus_puelloides,-999
Siganus_puellus,38,Siganidae,Grazer,Reef,Siganus_puellus,-999
Siganus_punctatus,40,Siganidae,Grazer,Reef,Siganus_punctatus,2.8
Siganus_spinus,28,Siganidae,Grazer,Reef,Siganus_spinus,2
Siganus_stellatus,40,Siganidae,Grazer,Reef,Siganus_stellatus,-999
Siganus_sutor,45,Siganidae,Grazer,Reef,Siganus_sutor,-999
Siganus_uspi,24,Siganidae,Grazer,Reef,Siganus_uspi,-999
Siganus_vulpinus,25,Siganidae,Grazer,Reef,Siganus_vulpinus,-999
small_yellow_damsel_SP,11,Pomacentridae,Micro-invertivore,Reef,Pomacentrus_sp,-999
Sparisoma _rubripinne,47.8,Scaridae,Excavator/scraper,Reef,Sparisoma_rubripinne,2
Sparisoma_atomarium,25,Scaridae,Excavator/scraper,Reef,Sparisoma_atomarium,-999
Sparisoma_aurofrenatum,28,Scaridae,Excavator/scraper,Reef,Sparisoma_aurofrenatum,2
Sparisoma_chrysopterum,46,Scaridae,Excavator/scraper,Reef,Sparisoma_chrysopterum,2
Sparisoma_rubripinne,47.8,Scaridae,Excavator/scraper,Reef,Sparisoma_rubripinne,2
Sparisoma_viride,64,Scaridae,Excavator/scraper,Reef,Sparisoma_viride,2
Sphoeroides_sphengleri,30,Tetraodontidae,Macro-invertivore,Reef,Sphoeroides_sphengleri,-999
Sphyraena_barracuda,200,Sphyraenidae,Piscivore,Pelagic,Sphyraena_barracuda,4.5
Sphyraena_helleri,80,Sphyraenidae,Piscivore,Pelagic,Sphyraena_helleri,-999
Sphyraena_picudilla,61,Sphyraenidae,Piscivore,Pelagic,Sphyraena_picudilla,-999
Sphyraena_qenie,170,Sphyraenidae,Piscivore,Pelagic,Sphyraena_qenie,-999
Sphyrna_lewini,430,Sphyrnidae,Piscivore,Pelagic,Sphyrna_lewini,4.1
Spratelloides_delicatulus,7,Clupeidae,NA,Pelagic,Spratelloides_delicatulus,3.1
Starskia_nanodes,2.2,Labrisomidae,Detritivore,Reef,Starksia_nanodes,
Stegastes_adustus,15,Pomacentridae,Grazer,Reef,Stegastes_adustus,2.5
Stegastes_albifasciatus,13,Pomacentridae,Grazer,Reef,Stegastes_albifasciatus,-999
Stegastes_apicalis,15,Pomacentridae,Grazer,Reef,Stegastes_apicalis,-999
Stegastes_aureus,11,Pomacentridae,Grazer,Reef,Stegastes_aureus,-999
Stegastes_diencaeus,12.5,Pomacentridae,Grazer,Reef,Stegastes_diencaeus,-999
Stegastes_emeryi,10,Pomacentridae,Grazer,Reef,Stegastes_emeryi,-999
Stegastes_fasciolatus,16.5,Pomacentridae,Grazer,Reef,Stegastes_fasciolatus,2.2
Stegastes_leucostictus,10,Pomacentridae,Grazer,Reef,Stegastes_leucostictus,-999
Stegastes_lividus,13,Pomacentridae,Grazer,Reef,Stegastes_lividus,2
Stegastes_nigricans,14,Pomacentridae,Grazer,Reef,Stegastes_nigricans,2.2
Stegastes_partitus,10,Pomacentridae,Grazer,Reef,Stegastes_partitus,-999
Stegastes_planifrons,13,Pomacentridae,Grazer,Reef,Stegastes_planifrons,2.6
Stegastes_sp,13,Pomacentridae,Grazer,Reef,Stegastes_sp,-999
Stegastes_variabilis,12.5,Pomacentridae,Grazer,Reef,Stegastes_variabilis,2.5
Stethajoulis_bandenensis,15,Labridae,Micro-invertivore,Reef,Stethojulis_bandanensis,3.2
Stethojulis_albovittata,14,Labridae,Micro-invertivore,Reef,Stethojulis_albovittata,-999
Stethojulis_balteata,15,Labridae,Micro-invertivore,Reef,Stethojulis_balteata,3.2
Stethojulis_bandanensis,15,Labridae,Micro-invertivore,Reef,Stethojulis_bandanensis,3.2
Stethojulis_strigiventer,15,Labridae,Micro-invertivore,Reef,Stethojulis_strigiventer,3.2
Stethojulis_trilineata,15,Labridae,Micro-invertivore,Reef,Stethojulis_trilineata,-999
Strongylura_notata,61,Belonidae,Piscivore,Pelagic,Strongylura_notata,4.4
Sufflamen_bursa,25,Balistidae,Micro-invertivore,Reef,Sufflamen_bursa,-999
Sufflamen_chrysopterum,30,Balistidae,Micro-invertivore,Reef,Sufflamen_chrysopterum,-999
Sufflamen_fraenatum,38,Balistidae,Micro-invertivore,Reef,Sufflamen_fraenatum,-999
Sufflamen_fraenatus,38,Balistidae,Micro-invertivore,Reef,Sufflamen_fraenatus,-999
Sufflamen_frenatus,38,Balistidae,Micro-invertivore,Reef,Sufflamen_frenatus,-999
Syacium_micrurum,40,Paralichthyidae,Micro-invertivore,Reef,Syacium_micrurum,-999
Synchiropus_stellatus,7.5,Callionymidae,Micro-invertivore,Reef,Synchiropus_stellatus,-999
Synodus_binotatus,18,Synodontidae,Piscivore,Reef,Synodus_binotatus,-999
Synodus_capricornis,21,Synodontidae,Piscivore,Reef,Synodus_capricornis,-999
Synodus_dermatogenys,24,Synodontidae,Piscivore,Reef,Synodus_dermatogenys,-999
Synodus_intermedius,46,Synodontidae,Piscivore,Reef,Synodus_intermedius,4.2
Synodus_lobeli,23.4,Synodontidae,Piscivore,Reef,Synodus_lobeli,-999
Synodus_saurus,40,Synodontidae,Piscivore,Reef,Synodus_saurus,4.5
Synodus_sp,40,Synodontidae,Piscivore,Reef,Synodus_sp,-999
Synodus_species,40,Synodontidae,Piscivore,Reef,Synodus_sp,-999
Synodus_ulae,30,Synodontidae,Piscivore,Reef,Synodus_ulae,-999
Synodus_variegatus,40,Synodontidae,Piscivore,Reef,Synodus_variegatus,4.2
Taenianotus_triacanthus,10,Scorpaenidae,Piscivore,Reef,Taenianotus_triacanthus,-999
Taeniura_meyeni,330,Dasyatidae,Pisci-invertivore,Reef,Taeniura_meyeni,-999
Thalassoma_amblycephalum,16,Labridae,Micro-invertivore,Reef,Thalassoma_amblycephalum,3.1
Thalassoma_ballieui,39.5,Labridae,Micro-invertivore,Reef,Thalassoma_ballieui,3.6
Thalassoma_bifasciatum,25,Labridae,Micro-invertivore,Reef,Thalassoma_bifasciatum,3.3
Thalassoma_duperrey,28,Labridae,Micro-invertivore,Reef,Thalassoma_duperrey,3.4
Thalassoma_duperrey/lutescens,28,Labridae,Micro-invertivore,Reef,Thalassoma_duperrey,3.4
Thalassoma_duperrey/quinquevittatum,28,Labridae,Micro-invertivore,Reef,Thalassoma_duperrey,3.4
Thalassoma_hardwicke,20,Labridae,Micro-invertivore,Reef,Thalassoma_hardwicke,3.6
Thalassoma_harwickii,20,Labridae,Micro-invertivore,Reef,Thalassoma_hardwicke,3.6
Thalassoma_hebraicum,23,Labridae,Micro-invertivore,Reef,Thalassoma_hebraicum,-999
Thalassoma_heiseri,11.6,Labridae,Micro-invertivore,Reef,Thalassoma_heiseri,-999
Thalassoma_janseni,20,Labridae,Micro-invertivore,Reef,Thalassoma_jansenii,3.3
Thalassoma_jansenii,20,Labridae,Micro-invertivore,Reef,Thalassoma_jansenii,3.3
Thalassoma_lunare,45,Labridae,Micro-invertivore,Reef,Thalassoma_lunare,3.5
Thalassoma_lutescens,30,Labridae,Micro-invertivore,Reef,Thalassoma_lutescens,-999
Thalassoma_purpureum,46,Labridae,Micro-invertivore,Reef,Thalassoma_purpureum,3.6
Thalassoma_quinquevitattum,17,Labridae,Micro-invertivore,Reef,Thalassoma_quinquevittatum,-999
Thalassoma_quinquevittatum,17,Labridae,Micro-invertivore,Reef,Thalassoma_quinquevittatum,-999
Thalassoma_sp,35,Labridae,Micro-invertivore,Reef,Thalassoma_sp,-999
Thalassoma_sp.,35,Labridae,Micro-invertivore,Reef,Thalassoma_sp,-999
Thalassoma_species,35,Labridae,Micro-invertivore,Reef,Thalassoma_sp,-999
Thalassoma_trilobatum,30,Labridae,Micro-invertivore,Reef,Thalassoma_trilobatum,3.6
Thunnus_albacares,239,Scombridae,Piscivore,Pelagic,Thunnus_albacares,4.3
Trachinocephalus_myops,40,Synodontidae,Piscivore,Reef,Trachinocephalus_myops,4.4
Trachinotus_bailloni,60,Carangidae,Pisci-invertivore,Pelagic,Trachinotus_bailloni,-999
Trachinotus_baillonii,60,Carangidae,Pisci-invertivore,Pelagic,Trachinotus_bailloni,-999
Trachinotus_blochii,110,Carangidae,Pisci-invertivore,Pelagic,Trachinotus_blochii,-999
Trachinotus_falcatus,122,Carangidae,Pisci-invertivore,Pelagic,Trachinotus_falcatus,3.2
Trachinotus_sp,120,Carangidae,Pisci-invertivore,Pelagic,Trachinotus_sp,-999
Trachinotus_sp.,120,Carangidae,Pisci-invertivore,Pelagic,Trachinotus_sp,-999
Triaenodon_obesus,213,Carcharhinidae,Piscivore,Unknown,Triaenodon_obesus,4.2
Tylosurus_crocodilus,150,Belonidae,Piscivore,Pelagic,Tylosurus_crocodilus,4.5
UNKNOWN_fish,0,Labridae,NA,Unk,UNKNOWN_UNKNOWN,-999
UNKNOWN_jordani,0,Labridae,NA,Unk,UNKNOWN_UNKNOWN,-999
UNKNOWN_NA,0,Labridae,NA,Unk,UNKNOWN_UNKNOWN,-999
UNKNOWN_UNKNOWN,0,Labridae,NA,Unk,UNKNOWN_UNKNOWN,-999
Upeneus_arge,36.5,Mullidae,Pisci-invertivore,Reef,Upeneus_arge,-999
Upeneus_moluccensis,22,Mullidae,Pisci-invertivore,Reef,Upeneus_moluccensis,3.6
Upeneus_taeniopterus,22,Mullidae,Macro-invertivore,Reef,Upeneus_moluccensis,3.6
Urolophus_jamaicensis,76,Urolophidae,Micro-invertivore,Reef,Urolophus_jamaicensis,-999
Valenciennea_strigata,18,Gobiidae,Detritivore,Reef,Valenciennea_strigata,-999
Variola_albimarginata,65,Serranidae,Piscivore,Reef,Variola_albimarginata,-999
Variola_louti,83,Serranidae,Piscivore,Reef,Variola_louti,4.3
wrasse2_SP,14,Labridae,Micro-invertivore,Reef,Labrid_sp,-999
wrasse3_SP,14,Labridae,Micro-invertivore,Reef,Labrid_sp,-999
Xanthichthys_auromarginatus,30,Balistidae,Planktivore,Reef,Xanthichthys_auromarginatus,-999
Xanthichthys_caeruleolineatus,35,Balistidae,Planktivore,Reef,Xanthichthys_caeruleolineatus,-999
Xanthichthys_mento,30,Balistidae,Planktivore,Reef,Xanthichthys_mento,-999
Xyrichtys_aneitensis,24,Labridae,Micro-invertivore,Reef,Xyrichtys_aneitensis,-999
Xyrichtys_baldwini,20,Labridae,Micro-invertivore,Reef,Xyrichtys_baldwini,-999
Xyrichtys_pavo,41,Labridae,Micro-invertivore,Reef,Xyrichtys_pavo,-999
Xyrichtys_umbrilatus,17.5,Labridae,Micro-invertivore,Reef,Xyrichtys_umbrilatus,-999
Zanclus_cornutus,23,Zanclidae,Micro-invertivore,Reef,Zanclus_cornutus,2.9
Zebrasoma_desjardinii,40,Acanthuridae,Grazer,Reef,Zebrasoma_desjardinii,-999
Zebrasoma_flavescens,20,Acanthuridae,Grazer,Reef,Zebrasoma_flavescens,2
Zebrasoma_rostratum,21,Acanthuridae,Grazer,Reef,Zebrasoma_rostratum,-999
Zebrasoma_scopas,40,Acanthuridae,Grazer,Reef,Zebrasoma_scopas,2
Zebrasoma_sp,40,Acanthuridae,Grazer,Reef,Zebrasoma_sp,2
Zebrasoma_veliferum,40,Acanthuridae,Grazer,Reef,Zebrasoma_veliferum,-999
